0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
1.941128174516762450e-02,-2.943591274161888247e-02,-1.923702359493249846e-03,9.993006352058716457e-01,1.002856940530033082e-02,3.010424629101002975e-02,1.978389042223240371e-02,9.422740476814747135e-01,-2.886297615926265880e+00,-1.905371928680797688e-01,1.006856578055885354e+00,3.021841025398898317e+00,1.957841795118758554e+00
3.773287139898076625e-02,-1.133564300509618678e-01,-7.554330182201165339e-03,9.972057266671290332e-01,2.009822261869614185e-02,6.038354195298466232e-02,3.912323326617855868e-02,8.908481082220387481e-01,-5.457594588898064814e+00,-3.709844777801313276e-01,1.014366628594293607e+00,3.042346886916798887e+00,1.916564049561051863e+00
5.508061229530628045e-02,-2.459693852346863108e-01,-1.670633247248015651e-02,9.937214826715533578e-01,3.018568438148638844e-02,9.078780789819920760e-02,5.800010614870543951e-02,8.447433387265397275e-01,-7.762833063673015843e+00,-5.429076090711363323e-01,1.022543795819868206e+00,3.061558157333773345e+00,1.876183486085876595e+00
7.155278605324273677e-02,-4.223606973378634111e-01,-2.922224507673180233e-02,9.888559846429252342e-01,4.026875365898040932e-02,1.212671435257758473e-01,7.639730182996068431e-02,8.031735647754811858e-01,-9.841321761225939824e+00,-7.075636601516561708e-01,1.031401416913890090e+00,3.079513762217267914e+00,1.836714196637136087e+00
8.723348976199510330e-02,-6.383255119002454459e-01,-4.496727930785526794e-02,9.826191465673820291e-01,5.032629745499692109e-02,1.517719038199697723e-01,9.429827243038733930e-02,7.655000933053374146e-01,-1.172499533473312994e+01,-8.659733599997271325e-01,1.040952549865979515e+00,3.096250887632810755e+00,1.798167826009262615e+00
1.021952383546867182e-01,-8.902380822656649206e-01,-6.382515088735885023e-02,9.750226759774091034e-01,6.033823945739488770e-02,1.822527732104921028e-01,1.116870759194712875e-01,7.311986731462432054e-01,-1.344006634268784239e+01,-1.018973980439168869e+00,1.051209998909083509e+00,3.111804900467574964e+00,1.760553749396640111e+00
1.165009961563820973e-01,-1.174950192180895803e+00,-8.569482260648710048e-02,9.660800364844754906e-01,7.028554390984009803e-02,2.126608363692395198e-01,1.285483251331757115e-01,6.998349566853214743e-01,-1.500825216573393206e+01,-1.167258612627792846e+00,1.062186337327573504e+00,3.126209280124701007e+00,1.723879243224641700e+00
1.302057815636228633e-01,-1.489710921818858003e+00,-1.104879302198504137e-01,9.558064118312904478e-01,8.015019508829493433e-02,2.429476461124392417e-01,1.448671395438334564e-01,6.710460156863247150e-01,-1.644769921568376603e+01,-1.311405750568790163e+00,1.073893927426735617e+00,3.139495560399379048e+00,1.688149648796501090e+00
1.433579481609318640e-01,-1.832102591953407966e+00,-1.381267261734648866e-01,9.442186714178875118e-01,8.991517274359743517e-02,2.730652885705906474e-01,1.606290999763702598e-01,6.445262374596091304e-01,-1.777368812701954681e+01,-1.451901861558000384e+00,1.086344937466962035e+00,3.151693280408158770e+00,1.653368528411085947e+00
1.560002175400907742e-01,-2.199989122995462676e+00,-1.685424206638958255e-01,9.313353372418933240e-01,9.956442385432265341e-02,3.029664457810403166e-01,1.758202064380123830e-01,6.200164363512236099e-01,-1.899917818243882195e+01,-1.589158808891222074e+00,1.099551355377721862e+00,3.162829943508970398e+00,1.619537813712717433e+00
1.681705194224337452e-01,-2.591474028878314684e+00,-2.016738310121563571e-01,9.171765521820770539e-01,1.090828310171954307e-01,3.326044558498755244e-01,1.904268392049510150e-01,5.972953566837670980e-01,-2.013523216581165087e+01,-1.723527445927672819e+00,1.113524999075092614e+00,3.172930983219374390e+00,1.586657946126385221e+00
1.799026806803769585e-01,-3.004865965981154741e+00,-2.374662727582844968e-01,9.017640495452681204e-01,1.184561777858966769e-01,3.619333708213222645e-01,2.044357232886318543e-01,5.761729760211005136e-01,-2.119135119894497876e+01,-1.855308327974624083e+00,1.128277523212482425e+00,3.182019735213299949e+00,1.554728009311008519e+00
1.912269947418143989e-01,-3.438650262909283217e+00,-2.758706420742621512e-01,8.851211237896586814e-01,1.276711112533816250e-01,3.909080123842163523e-01,2.178338963862337663e-01,5.564851789248470570e-01,-2.217574105375765470e+01,-1.984760230214231980e+00,1.143820422197409092e+00,3.190117414550935226e+00,1.523745853630808167e+00
2.021706954640753173e-01,-3.891465226796237964e+00,-3.168426509367032184e-01,8.672726023320638244e-01,1.367151021579738335e-01,4.194840255365630544e-01,2.306086804043047112e-01,5.380894847867823128e-01,-2.309552576066089102e+01,-2.112106978308688099e+00,1.160165029308070528e+00,3.197243097371614606e+00,1.493708212701423621e+00
2.127583540890160274e-01,-4.362082295549202016e+00,-3.603421852675507964e-01,8.482448183426087862e-01,1.455764027796443982e-01,4.476179303208686067e-01,2.427476566312398443e-01,5.208615941454490805e-01,-2.395692029272755619e+01,-2.237542968917030528e+00,1.177322511742201705e+00,3.203413706354891755e+00,1.464610812114140348e+00
2.230122137934132942e-01,-4.849389310329338620e+00,-4.063327628120353974e-01,8.280655844272692967e-01,1.542440028801354002e-01,4.752671717349357117e-01,2.542386446231155728e-01,5.046925762120628711e-01,-2.476537118939686266e+01,-2.361237663990225055e+00,1.195303861427638115e+00,3.208643999329950702e+00,1.436448470479506634e+00
2.329524732509913598e-01,-5.352376337450436061e+00,-4.547810724838050600e-01,8.067641670964553757e-01,1.627075839290164083e-01,5.023901679152628086e-01,2.650696848581318155e-01,4.894865628951755587e-01,-2.552567185524122806e+01,-2.483339274564896115e+00,1.214119881419376545e+00,3.212946560487777603e+00,1.409215192961662311e+00
2.425975282579224956e-01,-5.870123587103879714e+00,-5.056565806936967888e-01,7.843712619161523625e-01,1.709574718474294319e-01,5.289463566831391628e-01,2.752290252073608667e-01,4.751588460155999893e-01,-2.624205769922000542e+01,-2.603977799501418833e+00,1.233781167702031167e+00,3.216331793723883781e+00,1.382904257497804767e+00
2.519641786527886396e-01,-6.401791067360573351e+00,-5.589311930948052121e-01,7.609189692367951396e-01,1.789845884922191821e-01,5.548962405370360118e-01,2.847051112634551018e-01,4.616342978032267896e-01,-2.691828510983866707e+01,-2.723267547148849665e+00,1.254298086209736152e+00,3.218807917711702160e+00,1.357508293914241326e+00
2.610678063480822431e-01,-6.946609682595894064e+00,-6.145789624411761576e-01,7.364407703938405936e-01,1.867804020953852395e-01,5.802014301689820686e-01,2.934865805642294934e-01,4.488460523688047044e-01,-2.755769738155976967e+01,-2.841309239739806536e+00,1.275680744868050276e+00,3.220380962378098122e+00,1.333019356162232327e+00
2.699225291838169283e-01,-7.503873540809159692e+00,-6.725758350299865240e-01,7.109715042727240419e-01,1.943368768673415792e-01,6.048246865772880509e-01,3.015622607444095049e-01,4.367343992003379083e-01,-2.816328003998311047e+01,-2.958191778935116201e+00,1.297938960454634749e+00,3.221054766522808865e+00,1.309428987904077246e+00
2.785413344415084147e-01,-8.072933277924583706e+00,-7.328994295946578141e-01,6.845473441293601358e-01,2.016464219673286540e-01,6.287299618432469206e-01,3.089211716461295332e-01,4.252458499532393854e-01,-2.873770750233803639e+01,-3.073993734577165959e+00,1.321082220067732127e+00,3.220830976393151968e+00,1.286728281683326536e+00
2.869361951643443764e-01,-8.653190241782786174e+00,-7.955288436259780882e-01,6.572057745554106267e-01,2.087018400404851703e-01,6.518824386352533029e-01,3.155525314167834106e-01,4.143323476836339725e-01,-2.928338261581830793e+01,-3.188784606094985818e+00,1.345119636984176248e+00,3.219709045094263811e+00,1.264907931913268557e+00
2.951181718761072270e-01,-9.244091406194643312e+00,-8.604444829850987908e-01,6.289855684750358389e-01,2.154962755185378942e-01,6.742485685001283757e-01,3.214457666213771381e-01,4.039505937954045445e-01,-2.980247031022977922e+01,-3.302625896204185452e+00,1.370059900682209175e+00,3.217686232783593336e+00,1.243958281915531927e+00
3.030975018466432469e-01,-9.845124907667843317e+00,-9.276279113853805880e-01,5.999267640566383619e-01,2.220231628797861845e-01,6.957961089982531711e-01,3.265905263954147486e-01,3.940614727594506927e-01,-3.029692636202747025e+01,-3.415572028879349187e+00,1.395911220799217478e+00,3.214757607666683725e+00,1.223869365236305740e+00
3.108836776920203548e-01,-1.045581611539898859e+01,-9.970617168968844979e-01,5.700706414190676030e-01,2.282761750640185106e-01,7.164941597363427839e-01,3.309767006633688169e-01,3.846295584332437567e-01,-3.076852207833781705e+01,-3.527671137540859814e+00,1.422681264791109790e+00,3.210916047879616819e+00,1.204630941461817040e+00
3.184855168050906293e-01,-1.107572415974547475e+01,-1.068729393096491176e+00,5.394596990067679343e-01,2.342491722391687459e-01,7.363131973492645921e-01,3.345944424467413580e-01,3.756226887951781834e-01,-3.121886556024109538e+01,-3.638965744616009967e+00,1.450377089058961122e+00,3.206152244412167729e+00,1.186232526747774019e+00
3.259112228731525507e-01,-1.170443885634237979e+01,-1.142615232870288322e+00,5.081376295023227740e-01,2.399361511188632945e-01,7.552251094801378795e-01,3.374341942844040765e-01,3.670115982881569927e-01,-3.164942008559215481e+01,-3.749493349822700772e+00,1.479005063310318224e+00,3.200454705294911051e+00,1.168663419269916126e+00
