1.213327243131068212e+00,6.809183381368790755e-01
8.448861635028117600e-01,1.445063692948426404e+00
4.390404705181153666e+00,5.288123577998545599e+00
4.046204535550923964e+00,7.633922776800140753e+00
9.339063899364601795e+00,7.862069879637900272e+00
8.220636267311752121e+00,1.007561339124604594e+01
8.209610943382603665e+00,1.051240826131804873e+01
1.017838909982839013e+01,1.099705306950920836e+01
8.556632325424150309e+00,1.076210400637020115e+01
1.039916642158596538e+01,1.247723688765576533e+01
9.770796085060631242e+00,1.335439668739997998e+01
1.004651559000917516e+01,1.250880073874288101e+01
9.399125374852825843e+00,1.172912869406025926e+01
1.071069005420386588e+01,1.267112907736816219e+01
1.125975961693452732e+01,1.266056933919389493e+01
1.084875966073462372e+01,1.187354544750603225e+01
1.038629274668101132e+01,1.369675290376681254e+01
8.874021533423013253e+00,1.399751426611150507e+01
8.269129551306548365e+00,1.149863364795382736e+01
9.798081733078259248e+00,1.241440235481020693e+01
8.879307504067638135e+00,1.151931141959460447e+01
8.729336338157800412e+00,1.055798875668946124e+01
8.805671834056418845e+00,8.678431744317920860e+00
6.236191282524737645e+00,8.945286914920281163e+00
8.424934584269966109e+00,9.143195450156945014e+00
5.741275167311276739e+00,8.337176347149348743e+00
5.519257791790091794e+00,5.707364304583407488e+00
4.796484998247754206e+00,2.978418830715600318e+00
5.805996435257009480e+00,1.099474756422101906e+00
