2.401386961983039026e+00,9.725271040815729462e-01
-2.555560532391749629e-01,2.611910966927915911e+00
2.179263311049203899e+00,3.077482173393785381e+00
2.188819433685130988e+00,4.677893913060938935e+00
1.029727007473206157e+01,8.940245819147826012e+00
4.310494639005936435e+00,7.158672644269040930e+00
9.102913313449322530e+00,6.440236300929618629e+00
4.987502374947155204e+00,6.926877156501307198e+00
5.420272875749727604e+00,7.561084454331492566e+00
8.934528727859261110e+00,1.300658401913574735e+01
8.150939396981279117e+00,9.334819843943673590e+00
3.212577996388067625e+00,1.162826111356397085e+01
8.789106101855507447e+00,2.411874241216072079e+00
1.549907132705841661e+01,1.032093674219580848e+01
1.306180223649056593e+01,1.063744175578019480e+01
1.342460867673047886e+01,8.196108828806154989e+00
1.291997984166011371e+01,4.433984787018149021e+00
9.775531823946879584e+00,6.414359392884747102e+00
1.169245157342783337e+01,6.125266715586258570e+00
1.332242477067353370e+01,5.485577170848452866e+00
1.253993780827559057e+01,3.279138000178689172e+00
9.097118594482093812e+00,7.686177150084072984e+00
1.460457625995371878e+01,6.310786777330347874e+00
1.906903013017755910e+01,9.465793062323872853e-01
1.937693240612300372e+01,2.153108347690072311e+00
1.675833786274205295e+01,3.255188779107661468e+00
1.242621992003489062e+01,-2.591579474031713737e+00
1.228359408252789819e+01,-4.095006134169069334e+00
1.857994519412041612e+01,-3.070987687112171294e+00
1.117232268608831447e+01,-3.066555075052007417e+00
1.479811577272073997e+01,-2.418943730608321907e+00
1.360205794611774799e+01,-5.501191172304792154e+00
1.803524477737697396e+01,-5.254947642590901857e+00
1.988376665769587248e+01,-6.466244410915431118e+00
1.989026363092799699e+01,-1.368315884151124706e+01
1.642148510038713027e+01,-1.187172239373348859e+01
2.109766176626910905e+01,-8.454030870832170308e+00
