0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01
1.704679586661349333e+00,2.261698966653373333e+00,2.086439624507898216e+00,1.468235051282553272e+01,1.670587628206383357e+01,1.750144449202859676e+01
3.007238750092409596e+00,3.518096875231023990e+00,3.593635483097651573e+00,1.162051990892858910e+01,9.051299772321472759e+00,1.297262915251242177e+01
4.063410550768537632e+00,4.158526376921343193e+00,4.726563535336398836e+00,9.633547370981585090e+00,4.083868427453965388e+00,9.857084832243796058e+00
4.953357254766272533e+00,4.383393136915680444e+00,5.590557707101467599e+00,8.241787995817183798e+00,6.044699895429590519e-01,7.522702332868310471e+00
5.723698658134015460e+00,4.309246645335038650e+00,6.246740981536414772e+00,7.213493239095498666e+00,-1.966266902261255112e+00,5.664165101454280205e+00
6.403888802180599527e+00,4.009722005451498816e+00,6.733629299592161388e+00,6.422876691930112791e+00,-3.942808270174720242e+00,4.115989141627094838e+00
7.013673132473400074e+00,3.534182831183499296e+00,7.076984266784453581e+00,5.795662913674503258e+00,-5.510842715813744519e+00,2.780847324767348638e+00
7.566881893804486836e+00,2.917204734511214426e+00,7.294844040058332091e+00,5.285077330072150303e+00,-6.787306674819626906e+00,1.598001103806475642e+00
8.073526649607053685e+00,2.183816624017631991e+00,7.400324389997003927e+00,4.860122132563975406e+00,-7.849694668590062818e+00,5.279122215134990359e-01
8.541036795352601629e+00,1.352591988381501187e+00,7.403291653512077630e+00,4.499389002620182154e+00,-8.751527493449545503e+00,-4.558669996235453770e-01
8.975028888548644446e+00,4.375722213716076725e-01,7.311423007486178349e+00,4.187590827914594804e+00,-9.531022930213513433e+00,-1.371249320802643723e+00
9.379808073057011697e+00,-5.504798173574743103e-01,7.130913184493191004e+00,3.913523316238108674e+00,-1.021619170940472898e+01,-2.230325171929146144e+00
9.758709141791230834e+00,-1.603227145521927577e+00,6.866964749558651882e+00,3.668820202587746326e+00,-1.082794949353063529e+01,-3.041079588197430184e+00
1.011433808223522313e+01,-2.714154794411946625e+00,6.524136983497150766e+00,3.447166365571409763e+00,-1.138208408607147604e+01,-3.808556727710652012e+00
1.044874963245331401e+01,-3.878125918866720756e+00,6.106595509109405739e+00,3.243781246651293859e+00,-1.189054688337176557e+01,-4.535708967829155114e+00
1.076358192637154687e+01,-5.091045184071139929e+00,5.618287317413957815e+00,3.055063260508751100e+00,-1.236234184872812314e+01,-5.224054108954609532e+00
1.106016081070383450e+01,-6.349597973240419080e+00,5.063057024249133953e+00,2.878330631083592106e+00,-1.280417342229102040e+01,-5.874199980913273222e+00
1.133958143231948590e+01,-7.651046419201291471e+00,4.444716165776455341e+00,2.711621355710609471e+00,-1.322094661072347677e+01,-6.486261639028460202e+00
1.160277187963801815e+01,-8.993070300904960845e+00,3.767075680155065776e+00,2.553531893626450167e+00,-1.361617026593387436e+01,-7.060181741618087869e+00
1.185054216776808111e+01,-1.037364458057980521e+01,3.033950885064735203e+00,2.403084147296894457e+00,-1.399228963175776386e+01,-7.595961609320328378e+00
1.208362110865659034e+01,-1.179094722835853126e+01,2.249147430778606793e+00,2.259615567267462488e+00,-1.435096108183134334e+01,-8.093812503743137654e+00
1.230268322441059503e+01,-1.324329193897352042e+01,1.416435605373896234e+00,2.122689519559206150e+00,-1.469327620110198396e+01,-8.554239568899632218e+00
1.250836762068090557e+01,-1.472908094829774583e+01,5.395190254782602501e-01,1.992023774426394445e+00,-1.501994056393401245e+01,-8.978072584080653229e+00
1.270129052831986449e+01,-1.624677367920034854e+01,-3.779976836444922661e-01,1.867435024136467225e+00,-1.533141243965883049e+01,-9.366457708405963700e+00
1.288205300681746124e+01,-1.779486748295635579e+01,-1.332638976518341956e+00,1.748797225433151192e+00,-1.562800693641712080e+01,-9.720823094007570830e+00
1.305124507914884546e+01,-1.937188730212789523e+01,-2.321084190470386499e+00,1.636011511534395169e+00,-1.590997122116401030e+01,-1.004282917303723366e+01
1.320944734462207570e+01,-2.097638163844481696e+01,-3.340187973406231414e+00,1.528985487720581737e+00,-1.617753628069854344e+01,-1.033431208335963092e+01
1.335723090571879901e+01,-2.260692273570300870e+01,-4.386994978125141387e+00,1.427619899072746668e+00,-1.643095025231813011e+01,-1.059722643261799746e+01
1.349515625548684561e+01,-2.426210936128289219e+01,-5.458748982474572742e+00,1.331800901070577137e+00,-1.667049774732355516e+01,-1.083359160601890814e+01
1.362377160861745651e+01,-2.594057097845636406e+01,-6.552896930188500946e+00,1.241396436149072580e+00,-1.689650890962731822e+01,-1.104544418540435480e+01
1.374361102341331708e+01,-2.764097244146671173e+01,-7.667088577640241098e+00,1.156255492913306648e+00,-1.710936126771673216e+01,-1.123479777996658946e+01
1.385519255250174098e+01,-2.936201861874565111e+01,-8.799172512875864882e+00,1.076209280118654243e+00,-1.730947679970336495e+01,-1.140361064428649840e+01
1.395901657493404535e+01,-3.110245856266488929e+01,-9.947189317081729598e+00,1.001073573612368595e+00,-1.749731606596908051e+01,-1.155376082799070936e+01
1.405556439801867086e+01,-3.286108900495332819e+01,-1.110936259159302431e+01,9.306516863405049911e-01,-1.767337078414874085e+01,-1.168702820650355179e+01
1.414529717038893430e+01,-3.463675707402767046e+01,-1.228408849651080992e+01,8.647376687308414578e-01,-1.783815582817289780e+01,-1.180508252846719408e+01
1.422865511503015234e+01,-3.642836221242462358e+01,-1.346992435550584233e+01,8.031194714900745657e-01,-1.799220132127481619e+01,-1.190947653266422179e+01
