-2.889241490423253289e-01,-1.088101938920733147e+00,9.865522948363415479e-01,-2.474214111666144661e-02,-1.584381570958131868e-01,-3.161876629778778008e-02
7.455061498119619490e-01,1.579400034885034554e+00,9.272201951685710153e-01,1.480039809935078388e-01,-1.968220367843636076e-01,2.821677109764423319e-01
1.851012516460872614e-01,1.470209022325448700e+00,9.769573077726829702e-01,-1.572026579737847984e-01,1.236851878308973945e-01,7.445614431841082737e-02
2.921711492132788024e-01,1.407613234387400603e+00,9.766430991837383724e-01,-1.279249774743775325e-01,1.219316720383726571e-01,-1.222134375135950357e-01
1.435311742851872685e+00,2.506115390638590235e+00,9.843025894927484032e-01,1.314527656111281750e-01,-8.784449401474234143e-02,7.843422468762975552e-02
2.269411068346735227e+00,1.881663755759586554e+00,9.160178988761809027e-01,-1.533305584912454944e-01,2.458641174736160284e-01,-2.774018466235391167e-01
2.301539137723807027e+00,2.319327670492253635e+00,8.942879519683913925e-01,2.884598599550886600e-01,1.571796708376784965e-02,3.417497822524899753e-01
2.473100484007341393e+00,3.566909744443078623e+00,9.876491903013764340e-01,1.330597834492436016e-01,-3.439050640109961310e-02,-7.524270060910867586e-02
3.217471436903753812e+00,3.576869411751295136e+00,8.903582076468055106e-01,1.647890059412606412e-01,1.392064883182830559e-01,4.009094651002279019e-01
2.107632749538234318e+00,3.875445352417758560e+00,7.521193305676024954e-01,4.603701605027198940e-01,4.537082340891234189e-01,-1.285483030808667881e-01
2.727670501832098360e+00,4.080796559290404524e+00,8.600198639533482847e-01,9.702520258438521172e-02,3.532741299013379410e-01,3.551750734659964714e-01
3.371955957742488685e+00,4.056990096659614409e+00,8.920754885304769122e-01,-1.418673163787285141e-01,1.305748211419831273e-01,4.086871705722455728e-01
3.589330870052766631e+00,4.685402093833642923e+00,6.815541193849610213e-01,-5.274097056486422019e-01,5.033769551206824788e-01,6.272659555908603746e-02
3.795099189148906760e+00,4.156317567408086333e+00,9.427800853305866591e-01,1.525407609972773137e-01,2.960482530137880652e-01,1.588895295189248630e-02
3.556607288248506471e+00,4.626244140396705617e+00,9.214533802064254209e-01,-4.455586733190289306e-02,1.835634550404965648e-01,3.394744478838577773e-01
3.665805190830670579e+00,4.914851100974274800e+00,8.696397479403917830e-01,8.600972337553476621e-02,4.668978483012614644e-01,1.354084027624877506e-01
3.875636137367606260e+00,5.093278790934890665e+00,5.464584987247649295e-01,4.737584814210525352e-01,6.137036336554797522e-01,3.167078472206758533e-01
5.014692928813463624e+00,5.361891174720457620e+00,8.454162404529612651e-01,1.926021771557936413e-01,3.453672843669853276e-01,3.590225906850472715e-01
4.165662293445923758e+00,5.692917870472467001e+00,7.558031342201831926e-01,2.315678632725936548e-01,4.705767084135196732e-01,3.920401873545747984e-01
5.107916894477755321e+00,5.294398758556306817e+00,6.876127090398705954e-01,2.846830566728524026e-02,5.544832420959718844e-01,4.678959843533860297e-01
